,VISIT_AREA_NM,VISIT_AREA_TYPE_CD,SIDO,GUNGU,GENDER,AGE_GRP,TRAVEL_COMPANIONS_NUM,TRAVEL_MISSION_PRIORITY,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_MOTIVE_1,DGSTFN
2828,에버랜드,6.0,경기,용인시,0,20,1,2,5,3,3,5,5,3,3,5,3.0,5.0
2829,경기대학교 서울캠퍼스,7.0,서울,서대문구,0,20,0,3,3,4,2,5,3,3,3,3,2.0,4.0
2830,군포문화예술회관,3.0,경기,군포시,0,30,1,5,4,4,1,4,3,2,3,5,6.0,4.0
2831,AK플라자 금정점,4.0,경기,군포시,0,30,1,5,4,4,1,4,3,2,3,5,6.0,4.0
2832,CGV 북수원,3.0,경기,수원시,0,30,1,5,4,4,1,4,3,2,3,5,6.0,5.0
2833,군포시민체육광장,5.0,경기,군포시,0,30,1,5,4,4,1,4,3,2,3,5,6.0,5.0
2834,초막골생태공원,1.0,경기,군포시,0,30,1,5,4,4,1,4,3,2,3,5,6.0,5.0
2835,창릉천,8.0,경기,고양시,0,40,0,3,6,6,4,4,6,2,3,6,1.0,4.0
2836,온릉,2.0,경기,양주시,0,40,0,3,6,6,4,4,6,2,3,6,1.0,4.0
2837,호암미술관,3.0,경기,용인시,0,30,1,6,2,4,3,6,4,5,2,4,2.0,5.0
2838,삼성화재교통박물관,2.0,경기,용인시,0,30,1,6,2,4,3,6,4,5,2,4,2.0,5.0
2839,국립고궁박물관,2.0,서울,종로구,0,20,0,26,5,4,4,4,6,4,5,5,1.0,3.0
2840,광화문,2.0,서울,종로구,0,20,0,26,5,4,4,4,6,4,5,5,1.0,3.0
2841,임진각 평화누리,6.0,경기,파주시,1,20,2,21,4,3,3,3,2,5,7,5,3.0,4.0
2842,대부도 방아머리먹거리타운,4.0,경기,안산시,0,40,14,22,1,2,1,2,4,2,4,6,3.0,3.0
2843,방아머리해수욕장,1.0,경기,안산시,0,40,14,22,1,2,1,2,4,2,4,6,3.0,4.0
2844,시민공원,1.0,경기,의정부시,0,20,0,1,6,4,4,5,4,5,5,4,4.0,3.0
2845,무한상상시민정원,7.0,경기,의정부시,0,20,0,1,6,4,4,5,4,5,5,4,4.0,3.0
2846,신세계백화점 의정부점,4.0,경기,의정부시,0,20,0,1,6,4,4,5,4,5,5,4,4.0,4.0
2847,경복궁,2.0,서울,종로구,0,20,1,6,6,2,6,4,6,6,6,6,3.0,5.0
2848,노들섬,1.0,서울,용산구,0,20,1,6,6,2,6,4,6,6,6,6,3.0,5.0
2849,남산서울타워,1.0,서울,용산구,0,20,1,6,6,2,6,4,6,6,6,6,3.0,5.0
2850,하늘공원,1.0,서울,마포구,0,20,1,6,6,2,6,4,6,6,6,6,3.0,5.0
2851,국립현대미술관 서울관,3.0,서울,종로구,1,30,0,1,3,4,3,2,5,3,5,4,7.0,5.0
2852,설화수 북촌플래그십스토어,3.0,서울,종로구,1,30,0,1,3,4,3,2,5,3,5,4,7.0,4.0
2853,올림픽공원,1.0,서울,송파구,0,30,2,23,2,1,2,3,3,5,5,6,3.0,4.0
2854,서울아산병원 현대백화점 멀티플라자,4.0,서울,송파구,0,30,2,23,2,1,2,3,3,5,5,6,3.0,4.0
2855,소마미술관,3.0,서울,송파구,0,30,2,23,2,1,2,3,3,5,5,6,3.0,4.0
2856,항정사이,4.0,서울,영등포구,0,20,1,23,7,1,6,2,1,6,6,4,3.0,5.0
2857,유니플렉스,3.0,서울,종로구,0,20,1,23,7,1,6,2,1,6,6,4,3.0,5.0
2858,유니플렉스,3.0,서울,종로구,0,20,1,23,7,1,6,2,1,6,6,4,3.0,5.0
2859,롯데프리미엄아울렛 이천점,4.0,경기,이천시,1,60,2,10,1,7,1,4,4,7,7,6,2.0,4.0
2860,테르메덴,6.0,경기,이천시,1,60,2,10,1,7,1,4,4,7,7,6,2.0,4.0
2861,양화한강공원,1.0,서울,영등포구,0,30,3,1,3,1,3,4,7,3,2,7,1.0,5.0
2862,화곡본동시장,4.0,서울,강서구,0,30,3,1,3,1,3,4,7,3,2,7,1.0,5.0
2863,양화한강공원,1.0,서울,영등포구,0,30,3,1,3,1,3,4,7,3,2,7,1.0,5.0
2864,프로방스마을,7.0,경기,파주시,0,30,0,5,4,4,2,4,6,5,6,6,1.0,4.0
2865,헤이리예술마을,7.0,경기,파주시,0,30,0,5,4,4,2,4,6,5,6,6,1.0,4.0
2866,롯데프리미엄아울렛 파주점,4.0,경기,파주시,0,30,0,5,4,4,2,4,6,5,6,6,1.0,5.0
2867,지혜의숲,3.0,경기,파주시,0,30,0,5,4,4,2,4,6,5,6,6,1.0,5.0
2868,신세계센트럴시티,4.0,서울,서초구,1,30,1,6,4,5,2,3,4,3,6,3,1.0,4.0
2869,예술의전당,3.0,서울,서초구,1,30,1,6,4,5,2,3,4,3,6,3,1.0,5.0
2870,댕리단길,4.0,경기,안양시,1,30,1,6,4,5,2,3,4,3,6,3,1.0,3.0
2871,잠실종합운동장,5.0,서울,송파구,0,30,1,6,6,4,2,4,3,2,3,6,2.0,5.0
2872,대원미디어,4.0,서울,용산구,1,20,2,1,7,2,4,1,5,5,6,5,9.0,3.0
2873,더현대서울,4.0,서울,영등포구,1,20,2,1,7,2,4,1,5,5,6,5,9.0,5.0
2874,더현대서울,1.0,서울,영등포구,1,20,2,1,7,2,4,1,5,5,6,5,9.0,5.0
2875,아이파크몰,3.0,서울,용산구,1,20,2,1,7,2,4,1,5,5,6,5,9.0,5.0
2876,한국민속촌,6.0,경기,용인시,0,20,1,2,3,2,2,6,2,3,5,6,3.0,2.0
2877,에버랜드,6.0,경기,용인시,0,20,1,2,3,2,2,6,2,3,5,6,3.0,4.0
2878,월미문화의거리,4.0,인천,중구,0,50,1,3,1,4,2,6,4,3,3,6,3.0,4.0
2879,소래포구종합어시장,4.0,인천,남동구,0,50,1,3,1,4,2,6,4,3,3,6,3.0,4.0
2880,월미공원 전망테크,1.0,인천,중구,0,50,1,3,1,4,2,6,4,3,3,6,3.0,5.0
2881,남한산성 행궁,2.0,경기,광주시,1,20,0,3,2,3,5,2,4,6,6,6,1.0,4.0
2882,광교호수공원,1.0,경기,수원시,1,20,0,3,2,2,1,5,3,3,2,7,1.0,4.0
2883,화성행궁,2.0,경기,수원시,1,20,0,3,2,2,1,5,3,3,2,7,1.0,5.0
2884,수원팔색길 화성성곽길,7.0,경기,수원시,1,20,0,3,2,2,1,5,3,3,2,7,1.0,5.0
2885,연무대 관광안내소,2.0,경기,수원시,1,20,0,3,2,2,1,5,3,3,2,7,1.0,5.0
2886,방화수류정,2.0,경기,수원시,1,20,0,3,2,2,1,5,3,3,2,7,1.0,4.0
2887,수원역로데오거리,4.0,경기,수원시,1,20,0,3,2,2,1,5,3,3,2,7,1.0,4.0
2888,백남준아트센터,3.0,경기,용인시,1,30,2,6,2,3,2,4,4,5,2,6,2.0,4.0
2889,호암미술관 전통정원희원,3.0,경기,용인시,1,30,2,6,2,3,2,4,4,5,2,6,2.0,4.0
2890,석촌호수산책길,7.0,서울,송파구,0,30,0,3,4,3,5,1,1,7,4,1,1.0,5.0
2891,서울 선릉과 정릉,2.0,서울,강남구,0,30,0,3,4,3,5,1,1,7,4,1,1.0,5.0
2892,올림픽공원,1.0,서울,송파구,0,30,0,3,4,3,5,1,1,7,4,1,1.0,5.0
2893,롯데월드타워&롯데월드몰,4.0,서울,송파구,0,30,0,3,4,3,5,1,1,7,4,1,1.0,5.0
2894,북촌한옥마을,7.0,서울,종로구,0,30,0,3,4,3,5,1,1,7,4,1,1.0,5.0
2895,종묘,2.0,서울,종로구,0,30,0,3,4,3,5,1,1,7,4,1,1.0,5.0
2896,롯데월드타워&롯데월드몰,6.0,서울,송파구,0,20,2,21,1,1,1,4,3,1,7,4,3.0,5.0
2897,킨텍스,8.0,경기,고양시,1,20,2,4,7,6,6,3,1,4,6,4,7.0,5.0
2898,여의도공원,1.0,서울,영등포구,1,20,2,4,7,6,6,3,1,4,6,4,7.0,5.0
2899,청계천,1.0,서울,종로구,1,20,2,4,7,6,6,3,1,4,6,4,7.0,5.0
2900,명동거리,4.0,서울,중구,1,20,2,4,7,6,6,3,1,4,6,4,7.0,3.0
2901,에델바이스 스위스 테마파크,6.0,경기,가평군,0,40,3,2,2,4,2,2,2,2,3,7,3.0,4.0
2902,우장산공원산책길,7.0,서울,강서구,1,30,0,2,2,2,1,6,7,1,2,3,7.0,5.0
2903,롯데몰 김포공항점,4.0,서울,강서구,1,30,0,2,2,2,1,6,7,1,2,3,7.0,5.0
2904,고척스카이돔,3.0,서울,구로구,1,30,0,2,2,2,1,6,7,1,2,3,7.0,5.0
2905,서울식물원,6.0,서울,강서구,1,30,0,2,2,2,1,6,7,1,2,3,7.0,4.0
2906,NC백화점 강서점,4.0,서울,강서구,1,30,0,2,2,2,1,6,7,1,2,3,7.0,4.0
2907,창경궁,2.0,서울,종로구,0,20,0,3,6,6,3,4,6,3,6,3,5.0,3.0
2908,아이파크몰,4.0,서울,용산구,0,20,0,3,6,6,3,4,6,3,6,3,5.0,5.0
2909,창덕궁,2.0,서울,종로구,0,20,0,3,6,6,3,4,6,3,6,3,5.0,5.0
2910,원당시장,4.0,경기,고양시,1,40,0,1,1,1,3,2,1,3,2,4,1.0,5.0
2911,원당성사화훼단지,4.0,경기,고양시,1,40,0,1,1,1,3,2,1,3,2,4,1.0,3.0
2912,상동호수공원,1.0,경기,부천시,1,20,1,2,2,7,6,1,2,6,2,6,6.0,5.0
2913,부천호수식물원 수피아,6.0,경기,부천시,1,20,1,2,2,7,6,1,2,6,2,6,6.0,5.0
2914,구리한강시민공원,1.0,경기,구리시,1,20,0,22,3,1,2,2,3,4,1,3,2.0,5.0
2915,클럽FF,3.0,서울,마포구,0,20,0,6,4,1,2,4,2,4,7,2,1.0,5.0
2916,KB청춘마루,3.0,서울,마포구,0,20,0,6,4,1,2,4,2,4,7,2,1.0,5.0
2917,무신사스탠다드 홍대,4.0,서울,마포구,0,20,0,6,4,1,2,4,2,4,7,2,1.0,5.0
2918,대림차이나타운,4.0,서울,영등포구,0,20,0,6,4,1,2,4,2,4,7,2,1.0,5.0
2919,헤이리예술마을,7.0,경기,파주시,0,30,1,1,1,1,1,4,7,1,1,1,1.0,3.0
2920,이케아 고양점,4.0,경기,고양시,0,30,1,1,1,1,1,4,7,1,1,1,1.0,4.0
2921,코스트코 일산점,4.0,경기,고양시,0,30,1,1,1,1,1,4,7,1,1,1,1.0,4.0
2922,통일동산두부마을,7.0,경기,파주시,0,30,1,1,1,1,1,4,7,1,1,1,1.0,4.0
2923,해돋이공원,1.0,인천,연수구,0,20,1,21,5,2,2,3,3,5,1,4,3.0,5.0
2924,송도센트럴파크,7.0,인천,연수구,0,20,1,21,5,2,2,3,3,5,1,4,3.0,5.0
2925,트리플스트리트,4.0,인천,연수구,0,20,1,21,5,2,2,3,3,5,1,4,3.0,5.0
2926,현대프리미엄아울렛 송도점,4.0,인천,연수구,0,20,1,21,5,2,2,3,3,5,1,4,3.0,3.0
2927,반포한강공원 달빛광장,1.0,서울,서초구,1,20,0,6,4,3,3,4,4,5,5,5,4.0,4.0
2928,그랑핸드 남산,4.0,서울,용산구,1,20,0,6,4,3,3,4,4,5,5,5,4.0,5.0
2929,롯데백화점 본점,4.0,서울,중구,1,20,0,6,4,3,3,4,4,5,5,5,4.0,4.0
2930,틴틴홀,3.0,서울,종로구,1,20,0,6,4,3,3,4,4,5,5,5,4.0,4.0
2931,그라운드시소 서촌,3.0,서울,종로구,1,20,0,6,4,3,3,4,4,5,5,5,4.0,4.0
2932,청와대 본관,2.0,서울,종로구,1,20,0,6,4,3,3,4,4,5,5,5,4.0,5.0
2933,더현대서울,4.0,서울,영등포구,1,20,0,6,4,3,3,4,4,5,5,5,4.0,5.0
2934,마루아트홀,3.0,서울,종로구,1,20,0,6,4,3,3,4,4,5,5,5,4.0,5.0
2935,남산공원 N서울타워,1.0,서울,용산구,0,30,0,12,1,1,1,1,3,5,5,2,6.0,5.0
2936,광화문광장,2.0,서울,종로구,0,30,0,12,1,1,1,1,3,5,5,2,6.0,5.0
2937,낙천지,1.0,경기,포천시,0,40,1,22,1,6,1,4,4,5,5,7,5.0,3.0
2938,백운계곡관광지,1.0,경기,포천시,0,40,1,22,1,6,1,4,4,5,5,7,5.0,5.0
2939,포천 가람누리  문화공원,1.0,경기,포천시,0,40,1,22,1,6,1,4,4,5,5,7,5.0,5.0
2940,수원화성,2.0,경기,수원시,0,30,1,1,3,2,4,3,5,2,5,5,6.0,5.0
2941,매산시장,4.0,경기,수원시,0,30,1,1,3,2,4,3,5,2,5,5,6.0,4.0
2942,배곧생명공원,1.0,경기,시흥시,1,30,1,22,2,1,1,4,2,1,6,3,1.0,5.0
2943,오이도음식문화거리,4.0,경기,시흥시,1,30,1,22,2,1,1,4,2,1,6,3,1.0,5.0
2944,마장호수,1.0,경기,파주시,0,30,1,6,6,1,1,3,1,7,7,1,2.0,2.0
2945,헤이리예술마을,7.0,경기,파주시,0,30,1,6,6,1,1,3,1,7,7,1,2.0,5.0
2946,임진각 평화누리,7.0,경기,파주시,0,30,1,6,6,1,1,3,1,7,7,1,2.0,4.0
2947,벽초지수목원,1.0,경기,파주시,1,30,1,9,2,2,2,2,5,4,3,6,3.0,5.0
2948,이마트 여주점,4.0,경기,여주시,0,20,3,21,6,5,2,5,6,5,5,5,2.0,5.0
2949,고래산구들 옆 계곡,1.0,경기,여주시,0,20,3,21,6,5,2,5,6,5,5,5,2.0,5.0
2950,스타필드 하남,4.0,경기,하남시,0,40,3,1,2,4,3,5,3,3,6,4,2.0,4.0
2951,덕수궁돌담길,7.0,서울,중구,1,20,1,1,3,2,3,5,2,6,2,6,2.0,5.0
2952,교보문고 광화문점,4.0,서울,종로구,1,20,1,1,3,2,3,5,2,6,2,6,2.0,5.0
2953,소요산,7.0,경기,동두천시,1,50,0,22,1,7,1,1,1,4,1,7,1.0,5.0
2954,더현대서울,4.0,서울,영등포구,1,20,1,23,7,1,1,1,1,4,7,7,7.0,5.0
2955,성수동구두테마공원,6.0,서울,성동구,0,20,1,26,3,3,6,3,2,4,5,6,7.0,4.0
2956,라인프렌즈 월드 팝업스토어,6.0,서울,성동구,0,20,1,26,3,3,6,3,2,4,5,6,7.0,5.0
2957,어둠속의대화,3.0,서울,종로구,0,20,1,26,3,3,6,3,2,4,5,6,7.0,5.0
2958,이룸채오피스텔,8.0,서울,은평구,0,20,1,26,3,3,6,3,2,4,5,6,7.0,4.0
2959,열린송현녹지광장,1.0,서울,종로구,0,20,1,26,3,3,6,3,2,4,5,6,7.0,4.0
2960,화성상록GC,5.0,경기,화성시,1,60,3,5,5,2,2,2,6,4,6,7,6.0,5.0
2961,이마트 성남점,4.0,경기,성남시,1,30,2,1,4,4,4,4,4,4,4,4,2.0,5.0
2962,분당중앙공원,1.0,경기,성남시,1,30,2,1,4,4,4,4,4,4,4,4,2.0,5.0
2963,남한산성,2.0,경기,광주시,1,30,2,1,4,4,4,4,4,4,4,4,2.0,5.0
2964,효원공원 월화원,1.0,경기,수원시,0,20,1,21,2,2,3,3,3,6,2,6,1.0,4.0
2965,수원화성,2.0,경기,수원시,0,20,1,21,2,2,3,3,3,6,2,6,1.0,5.0
2966,화성행궁,2.0,경기,수원시,0,20,1,21,2,2,3,3,3,6,2,6,1.0,5.0
2967,신세계백화점 강남점,4.0,서울,서초구,1,30,3,2,2,2,2,6,2,2,2,7,3.0,4.0
2968,석촌호수 동호,8.0,서울,송파구,1,30,3,2,2,2,2,6,2,2,2,7,3.0,4.0
2969,키자니아 서울,6.0,서울,송파구,1,30,3,2,2,2,2,6,2,2,2,7,3.0,4.0
2970,화담숲,1.0,경기,광주시,0,20,1,2,4,2,2,6,4,4,5,4,8.0,4.0
2971,AK플라자 광명점,4.0,경기,광명시,1,30,0,2,3,3,3,2,2,4,5,3,1.0,3.0
2972,기형도문학관,3.0,경기,광명시,1,30,0,2,3,3,3,2,2,4,5,3,1.0,4.0
2973,롯데시네마 광명아울렛,4.0,경기,광명시,1,30,0,2,3,3,3,2,2,4,5,3,1.0,3.0
2974,광명동굴,1.0,경기,광명시,1,30,0,2,3,3,3,2,2,4,5,3,1.0,4.0
2975,광명업사이클아트센터,3.0,경기,광명시,1,30,0,2,3,3,3,2,2,4,5,3,1.0,4.0
2976,종이미술관,3.0,경기,안산시,0,30,11,6,3,2,1,4,5,2,3,5,3.0,5.0
2977,대부도오션시티 종합어시장,4.0,경기,안산시,0,30,11,6,3,2,1,4,5,2,3,5,3.0,4.0
2978,방아머리해수욕장,1.0,경기,안산시,0,30,11,6,3,2,1,4,5,2,3,5,3.0,5.0
2979,시화나래조력공원,1.0,경기,안산시,0,30,11,6,3,2,1,4,5,2,3,5,3.0,4.0
2980,아브뉴프랑 판교,4.0,경기,성남시,0,30,3,23,6,1,4,1,1,2,7,1,3.0,4.0
2981,현대백화점 판교점,4.0,경기,성남시,0,30,3,23,6,1,4,1,1,2,7,1,3.0,5.0
2982,임진각 평화누리,1.0,경기,파주시,1,30,2,1,1,7,1,1,1,4,7,7,3.0,3.0
2983,롯데프리미엄아울렛 파주점,4.0,경기,파주시,1,30,2,1,1,7,1,1,1,4,7,7,3.0,4.0
2984,롯데몰 수원점,4.0,경기,수원시,1,30,1,3,2,6,2,2,6,3,6,3,3.0,4.0
2985,행리단길,7.0,경기,수원시,1,30,1,3,2,6,2,2,6,3,6,3,3.0,4.0
2986,인천차이나타운,4.0,인천,중구,0,50,2,4,1,1,1,4,4,4,4,6,3.0,4.0
2987,리움 하우스웨딩,8.0,인천,중구,0,50,2,4,1,1,1,4,4,4,4,6,3.0,4.0
2988,스파오 성신여대점,4.0,서울,성북구,1,30,1,6,4,2,4,1,4,4,4,6,3.0,4.0
2989,63전망대,3.0,서울,영등포구,1,30,1,6,4,2,4,1,4,4,4,6,3.0,4.0
2990,만해한용운심우장,7.0,서울,성북구,1,30,1,6,4,2,4,1,4,4,4,6,3.0,3.0
2991,그라운드시소 성수,3.0,서울,성동구,1,30,1,6,4,2,4,1,4,4,4,6,3.0,3.0
2992,길상사,2.0,서울,성북구,1,30,1,6,4,2,4,1,4,4,4,6,3.0,3.0
2993,인천차이나타운,2.0,인천,중구,0,30,1,1,2,2,1,5,4,4,6,7,1.0,4.0
2994,현대프리미엄아울렛 송도점,4.0,인천,연수구,0,30,1,1,2,2,1,5,4,4,6,7,1.0,4.0
2995,이정웅 스페이스,3.0,경기,가평군,1,30,3,2,2,4,2,4,3,4,3,6,3.0,4.0
2996,남도꽃정원,8.0,경기,가평군,1,30,3,2,2,4,2,4,3,4,3,6,3.0,3.0
2997,명성산,1.0,경기,포천시,1,30,3,2,2,4,2,4,3,4,3,6,3.0,4.0
2998,산정호수,1.0,경기,포천시,1,30,3,2,2,4,2,4,3,4,3,6,3.0,3.0
2999,벽초지수목원,1.0,경기,파주시,1,30,3,2,2,4,2,4,3,4,3,6,3.0,3.0
3000,마장호수,7.0,경기,파주시,0,30,1,22,2,2,2,3,3,5,1,5,3.0,4.0
3001,국립현대미술관 서울관,3.0,서울,종로구,1,30,0,10,6,3,5,2,3,3,5,2,6.0,5.0
3002,열린송현녹지광장,1.0,서울,종로구,1,30,0,10,6,3,5,2,3,3,5,2,6.0,4.0
3003,신세계백화점 본점,4.0,서울,중구,1,30,0,10,6,3,5,2,3,3,5,2,6.0,4.0
3004,북한산둘레길 1구간소나무숲길,7.0,서울,강북구,1,30,0,10,6,3,5,2,3,3,5,2,6.0,5.0
3005,광장시장,4.0,서울,종로구,1,30,0,10,6,3,5,2,3,3,5,2,6.0,4.0
3006,북촌한옥마을,7.0,서울,종로구,1,30,0,10,6,3,5,2,3,3,5,2,6.0,4.0
3007,포천아트밸리,3.0,경기,포천시,1,30,1,21,2,1,2,1,2,2,1,7,2.0,2.0
3008,더현대서울,4.0,서울,영등포구,0,20,0,22,2,2,3,6,4,4,3,6,1.0,4.0
3009,예술의전당 한가람미술관,3.0,서울,서초구,0,20,0,22,2,2,3,6,4,4,3,6,1.0,5.0
3010,다이소 신림역1호점,4.0,서울,관악구,0,20,0,22,2,2,3,6,4,4,3,6,1.0,3.0
3011,한강,1.0,서울,영등포구,0,20,0,22,2,2,3,6,4,4,3,6,1.0,4.0
3012,동북각루,2.0,경기,수원시,1,50,1,3,3,3,3,2,2,6,5,5,3.0,5.0
3013,온누리교회,2.0,서울,용산구,0,20,0,4,2,5,1,5,4,5,3,2,2.0,5.0
3014,코엑스,4.0,서울,강남구,0,20,0,4,2,5,1,5,4,5,3,2,2.0,5.0
3015,뚝섬한강공원,1.0,서울,광진구,0,20,0,4,2,5,1,5,4,5,3,2,2.0,5.0
3016,LCDC서울,4.0,서울,성동구,0,20,0,4,2,5,1,5,4,5,3,2,2.0,4.0
3017,신라면세점 서울점,4.0,서울,중구,0,40,0,3,6,7,3,5,2,2,7,1,4.0,5.0
3018,현대시티아울렛 동대문점,4.0,서울,중구,0,40,0,3,6,7,3,5,2,2,7,1,4.0,5.0
3019,인사동거리,4.0,서울,종로구,1,20,2,3,4,3,1,3,4,3,4,6,1.0,4.0
3020,애니메이트 홍대점,4.0,서울,마포구,1,20,2,3,4,3,1,3,4,3,4,6,1.0,5.0
3021,동대문종합시장 D동상가,4.0,서울,종로구,1,20,2,3,4,3,1,3,4,3,4,6,1.0,4.0
3022,선창수산,4.0,경기,화성시,1,30,1,6,4,2,6,1,4,6,1,5,1.0,5.0
3023,효원공원,1.0,경기,수원시,1,30,1,6,4,2,6,1,4,6,1,5,1.0,5.0
3024,병점역 1호선,4.0,경기,화성시,1,30,1,6,4,2,6,1,4,6,1,5,1.0,4.0
3025,CGV 수원,3.0,경기,수원시,1,30,1,6,4,2,6,1,4,6,1,5,1.0,5.0
3026,임진각 평화누리,2.0,경기,파주시,1,40,1,12,2,3,3,5,5,3,1,7,2.0,4.0
3027,프로방스마을,7.0,경기,파주시,1,40,1,12,2,3,3,5,5,3,1,7,2.0,4.0
3028,프로방스마을,7.0,경기,파주시,1,40,1,12,2,3,3,5,5,3,1,7,2.0,3.0
3029,평화랜드,6.0,경기,파주시,1,40,1,12,2,3,3,5,5,3,1,7,2.0,4.0
3030,홈마트 내동점,4.0,경기,부천시,1,20,1,8,1,1,1,3,6,2,2,7,3.0,4.0
3031,허브아일랜드 산타마을,7.0,경기,포천시,1,20,1,9,1,2,1,7,4,6,5,2,9.0,5.0
3032,신북리조트스프링폴 야외워터파크,6.0,경기,포천시,1,20,1,9,1,2,1,7,4,6,5,2,9.0,4.0
3033,호텔신북온천,6.0,경기,포천시,1,20,1,9,1,2,1,7,4,6,5,2,9.0,4.0
3034,한강공원삼패지구,1.0,경기,남양주시,0,40,2,1,2,2,1,3,6,6,3,6,3.0,3.0
3035,부천자연생태공원,1.0,경기,부천시,1,20,0,6,4,3,4,3,1,3,6,3,2.0,5.0
3036,한국만화박물관,2.0,경기,부천시,1,20,0,6,4,3,4,3,1,3,6,3,2.0,5.0
3037,화성행궁,2.0,경기,수원시,1,60,1,3,1,1,7,5,5,6,7,4,3.0,5.0
3038,장안문,2.0,경기,수원시,1,60,1,3,1,1,7,5,5,6,7,4,3.0,5.0
3039,행리단길,4.0,경기,수원시,1,60,1,3,1,1,7,5,5,6,7,4,3.0,5.0
3040,카자구루마,4.0,경기,수원시,1,60,1,3,1,1,7,5,5,6,7,4,3.0,4.0
3041,광장시장 전골목,4.0,서울,종로구,0,30,1,2,4,3,5,3,3,5,3,6,3.0,5.0
3042,남산공원,1.0,서울,중구,0,30,1,2,4,3,5,3,3,5,3,6,3.0,5.0
3043,백범광장,1.0,서울,중구,0,30,1,2,4,3,5,3,3,5,3,6,3.0,5.0
3044,108하늘계단,7.0,서울,용산구,0,30,1,2,4,3,5,3,3,5,3,6,3.0,5.0
3045,LCDC서울,3.0,서울,성동구,1,20,1,7,2,2,4,1,1,1,4,6,10.0,3.0
3046,뚝섬한강공원,7.0,서울,광진구,1,20,1,7,2,2,4,1,1,1,4,6,10.0,5.0
3047,광장시장,4.0,서울,종로구,1,20,1,7,2,2,4,1,1,1,4,6,10.0,3.0
3048,화성행궁,2.0,경기,수원시,1,20,0,9,4,2,2,5,4,6,5,6,2.0,3.0
3049,홍재교,7.0,경기,수원시,1,20,0,9,4,2,2,5,4,6,5,6,2.0,4.0
3050,구월동로데오거리,4.0,인천,남동구,1,20,1,1,3,6,4,5,2,3,7,2,1.0,4.0
3051,인천대공원,1.0,인천,남동구,1,20,1,1,3,6,4,5,2,3,7,2,1.0,4.0
3052,부평문화의거리,4.0,인천,부평구,1,20,1,1,3,6,4,5,2,3,7,2,1.0,4.0
3053,흥인지문,2.0,서울,종로구,0,20,0,5,4,3,1,4,5,4,2,4,6.0,3.0
3054,잠실종합운동장,5.0,서울,송파구,0,20,0,5,4,3,1,4,5,4,2,4,6.0,5.0
3055,서울월드컵경기장,5.0,서울,마포구,0,20,0,5,4,3,1,4,5,4,2,4,6.0,5.0
3056,낙산공원,1.0,서울,종로구,0,20,0,5,4,3,1,4,5,4,2,4,6.0,4.0
3057,동대문종합시장 먹거리장터,4.0,서울,종로구,0,20,0,5,4,3,1,4,5,4,2,4,6.0,5.0
3058,동대문종합시장,4.0,서울,종로구,0,20,0,5,4,3,1,4,5,4,2,4,6.0,3.0
3059,파미에스테이션,4.0,서울,서초구,0,20,0,5,4,3,1,4,5,4,2,4,6.0,4.0
3060,광장시장,4.0,서울,종로구,0,20,0,5,4,3,1,4,5,4,2,4,6.0,5.0
3061,여의도한강공원,1.0,서울,영등포구,0,30,1,21,2,5,2,2,1,2,4,4,2.0,5.0
3062,청학동계곡,7.0,경기,남양주시,0,30,1,21,2,5,2,2,1,2,4,4,2.0,4.0
3063,목향원,7.0,경기,남양주시,0,30,1,21,2,5,2,2,1,2,4,4,2.0,5.0
3064,당남리섬 (휴업중),1.0,경기,여주시,0,20,0,2,6,1,2,3,1,4,3,6,1.0,5.0
3065,신세계프리미엄아울렛 여주,4.0,경기,여주시,0,20,0,2,6,1,2,3,1,4,3,6,1.0,5.0
3066,화담숲,1.0,경기,광주시,1,20,3,2,3,3,4,2,3,6,3,6,3.0,5.0
3067,한탄강지질공원,1.0,강원,철원군,1,40,5,2,1,1,1,2,4,2,3,4,2.0,4.0
3068,재인폭포,1.0,경기,연천군,1,40,5,2,1,1,1,2,4,2,3,4,2.0,4.0
3069,웅진플레이도시,6.0,경기,부천시,0,20,1,1,2,2,2,2,2,2,7,6,3.0,5.0
3070,이마트트레이더스 김포점,4.0,경기,김포시,1,30,2,1,1,1,1,1,1,2,2,1,3.0,5.0
3071,에버랜드,6.0,경기,용인시,0,30,2,2,1,4,2,6,5,5,5,3,9.0,5.0
3072,올림픽공원 88잔디마당,1.0,서울,송파구,0,20,0,6,2,2,2,3,3,6,2,2,1.0,1.0
3073,토마스모어,4.0,서울,용산구,0,20,0,4,2,2,1,6,6,1,6,7,8.0,5.0
3074,그라운드시소 성수,4.0,서울,성동구,0,20,0,4,2,2,1,6,6,1,6,7,8.0,5.0
3075,뮤지엄209,3.0,서울,송파구,0,20,0,4,2,2,1,6,6,1,6,7,8.0,4.0
3076,스파오 코엑스몰점,4.0,서울,강남구,1,20,1,6,1,5,1,3,2,2,6,1,1.0,5.0
3077,천주교서울대교구 주교좌 명동대성당,2.0,서울,중구,1,30,0,6,7,2,1,2,6,6,3,6,1.0,5.0
3078,서울로7017,7.0,서울,중구,1,30,0,6,7,2,1,2,6,6,3,6,1.0,5.0
3079,국립중앙박물관,2.0,서울,용산구,1,30,0,6,7,2,1,2,6,6,3,6,1.0,5.0
