,VISIT_AREA_NM,VISIT_AREA_TYPE_CD,SIDO,GUNGU,GENDER,AGE_GRP,TRAVEL_COMPANIONS_NUM,TRAVEL_MISSION_PRIORITY,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_MOTIVE_1,DGSTFN
2579,수원화성 팔달문,2.0,경기,수원시,1,40,0,3,5,5,3,5,5,5,3,5,1.0,4.0
2580,장안문,2.0,경기,수원시,1,40,0,3,5,5,3,5,5,5,3,5,1.0,4.0
2581,화성행궁,2.0,경기,수원시,1,40,0,3,5,5,3,5,5,5,3,5,1.0,4.0
2582,창룡문,2.0,경기,수원시,1,40,0,3,5,5,3,5,5,5,3,5,1.0,4.0
2583,수원화성,2.0,경기,수원시,1,40,0,3,5,5,3,5,5,5,3,5,1.0,4.0
2584,수원화성박물관,2.0,경기,수원시,1,40,0,3,5,5,3,5,5,5,3,5,1.0,4.0
2585,행리단길,4.0,경기,수원시,1,40,0,3,5,5,3,5,5,5,3,5,1.0,3.0
2586,수원전통문화관 예절교육관,3.0,경기,수원시,1,40,0,3,5,5,3,5,5,5,3,5,1.0,3.0
2587,지동시장,4.0,경기,수원시,1,40,0,3,5,5,3,5,5,5,3,5,1.0,4.0
2588,수원화성 화서문,2.0,경기,수원시,1,40,0,3,5,5,3,5,5,5,3,5,1.0,3.0
2589,수원화성 화홍문,2.0,경기,수원시,1,40,0,3,5,5,3,5,5,5,3,5,1.0,4.0
2590,한국민속촌,6.0,경기,용인시,1,20,1,2,2,3,2,2,6,4,5,5,3.0,5.0
2591,행주산성역사공원,1.0,경기,고양시,1,30,3,3,1,4,4,6,2,4,4,6,3.0,4.0
2592,행주산성,2.0,경기,고양시,1,30,3,3,1,4,4,6,2,4,4,6,3.0,5.0
2593,더현대서울,4.0,서울,영등포구,0,20,0,3,3,1,2,1,3,4,3,6,1.0,4.0
2594,창덕궁,2.0,서울,종로구,0,20,0,3,3,1,2,1,3,4,3,6,1.0,5.0
2595,킴스퀘어,4.0,서울,종로구,1,40,2,23,4,1,3,3,2,4,3,4,1.0,5.0
2596,현대프리미엄아울렛 송도점,4.0,인천,연수구,0,50,0,1,2,3,6,3,2,4,2,6,1.0,4.0
2597,송도센트럴파크,7.0,인천,연수구,0,50,0,1,2,3,6,3,2,4,2,6,1.0,4.0
2598,송도타임스페이스,4.0,인천,연수구,0,50,0,1,2,3,6,3,2,4,2,6,1.0,4.0
2599,광야아트센터,3.0,서울,강남구,1,20,0,7,3,2,3,4,3,4,1,7,4.0,4.0
2600,잠실종합운동장 실내체육관,5.0,서울,송파구,1,30,0,6,4,2,4,4,4,5,2,6,4.0,5.0
2601,광림아트센터 BBCH홀,3.0,서울,강남구,0,20,1,6,4,2,2,3,1,3,5,3,8.0,5.0
2602,더플레인,4.0,서울,중구,0,20,1,6,4,2,2,3,1,3,5,3,8.0,5.0
2603,에버랜드,6.0,경기,용인시,0,20,1,2,2,2,2,2,3,5,6,7,5.0,4.0
2604,63스퀘어,3.0,서울,영등포구,0,20,1,6,4,4,1,4,7,7,1,7,1.0,5.0
2605,더현대서울,4.0,서울,영등포구,0,20,1,6,4,4,1,4,7,7,1,7,1.0,5.0
2606,남양주시립박물관,2.0,경기,남양주시,1,30,0,13,1,1,1,5,5,4,2,6,7.0,5.0
2607,방화수류정,2.0,경기,수원시,1,40,1,3,4,2,3,4,2,1,2,1,8.0,4.0
2608,화성행궁,2.0,경기,수원시,1,40,1,3,4,2,3,4,2,1,2,1,8.0,2.0
2609,이태원거리,4.0,서울,용산구,0,20,2,9,4,1,3,6,2,3,2,6,1.0,4.0
2610,에잇세컨즈 명동점,4.0,서울,중구,1,30,1,1,4,1,1,1,4,6,2,7,1.0,4.0
2611,롯데백화점 본점,4.0,서울,중구,0,30,0,23,3,1,2,2,2,2,1,7,2.0,5.0
2612,그랜드하얏트서울,7.0,서울,용산구,0,30,0,23,3,1,2,2,2,2,1,7,2.0,5.0
2613,그래비티 서울 판교 오토그래프컬렉션,7.0,경기,성남시,0,30,2,23,2,2,2,3,4,3,3,5,3.0,5.0
2614,한국근현대사박물관,2.0,경기,파주시,1,20,1,4,3,2,1,3,6,2,1,7,1.0,5.0
2615,벽초지수목원,1.0,경기,파주시,1,20,1,4,3,2,1,3,6,2,1,7,1.0,3.0
2616,마장호수,7.0,경기,파주시,1,20,1,4,3,2,1,3,6,2,1,7,1.0,5.0
2617,이케아 광명점,4.0,경기,광명시,1,20,1,23,3,1,1,4,5,2,2,6,5.0,4.0
2618,부천자연생태공원,1.0,경기,부천시,1,20,1,23,3,1,1,4,5,2,2,6,5.0,3.0
2619,광명전통시장,4.0,경기,광명시,1,20,1,23,3,1,1,4,5,2,2,6,5.0,4.0
2620,어거스트 청평,5.0,경기,가평군,0,50,2,5,4,4,4,4,4,4,4,4,6.0,4.0
2621,놀로 아쿠아센터,6.0,서울,강남구,1,40,0,25,5,1,7,1,1,1,1,5,2.0,5.0
2622,태강이네 멍멍마켓,4.0,서울,노원구,1,40,0,25,5,1,7,1,1,1,1,5,2.0,5.0
2623,에버랜드,6.0,경기,용인시,1,30,1,2,4,1,3,3,5,3,5,6,3.0,5.0
2624,산들소리수목원,1.0,경기,남양주시,0,40,3,24,1,1,1,3,4,2,2,7,3.0,4.0
2625,청와대 대통령관저,2.0,서울,종로구,0,40,5,3,4,2,1,2,4,4,1,3,8.0,4.0
2626,청와대 정문,2.0,서울,종로구,0,40,5,3,4,2,1,2,4,4,1,3,8.0,4.0
2627,청와대 본관,2.0,서울,종로구,0,40,5,3,4,2,1,2,4,4,1,3,8.0,4.0
2628,청와대 영빈관,2.0,서울,종로구,0,40,5,3,4,2,1,2,4,4,1,3,8.0,4.0
2629,에버랜드,6.0,경기,용인시,0,40,3,2,2,2,3,2,3,6,3,6,3.0,5.0
2630,광장시장,4.0,서울,종로구,0,30,1,12,2,1,5,5,2,1,5,1,8.0,4.0
2631,덕성여자고등학교,7.0,서울,종로구,0,30,1,12,2,1,5,5,2,1,5,1,8.0,4.0
2632,서울윤중초등학교,7.0,서울,영등포구,0,30,1,12,2,1,5,5,2,1,5,1,8.0,5.0
2633,108하늘계단,7.0,서울,용산구,0,30,1,12,2,1,5,5,2,1,5,1,8.0,5.0
2634,여의도한강공원,1.0,서울,영등포구,0,30,1,12,2,1,5,5,2,1,5,1,8.0,5.0
2635,남산서울타워,1.0,서울,용산구,0,40,3,3,2,1,4,4,4,3,2,2,8.0,5.0
2636,서대문형무소역사관,2.0,서울,서대문구,0,40,3,3,2,1,4,4,4,3,2,2,8.0,5.0
2637,경복궁,2.0,서울,종로구,0,40,3,3,2,1,4,4,4,3,2,2,8.0,5.0
2638,쌈지길,4.0,서울,종로구,0,40,3,3,2,1,4,4,4,3,2,2,8.0,5.0
2639,운현궁,2.0,서울,종로구,0,20,1,3,6,2,3,5,6,6,2,5,3.0,4.0
2640,롯데월드아쿠아리움,6.0,서울,송파구,0,20,1,3,6,2,3,5,6,6,2,5,3.0,5.0
2641,덕수궁,2.0,서울,중구,0,20,1,3,6,2,3,5,6,6,2,5,3.0,5.0
2642,여의도공원,1.0,서울,영등포구,0,20,1,3,6,2,3,5,6,6,2,5,3.0,4.0
2643,고척스카이돔,5.0,서울,구로구,0,20,1,3,6,2,3,5,6,6,2,5,3.0,5.0
2644,잠실한강공원,1.0,서울,송파구,0,20,1,3,6,2,3,5,6,6,2,5,3.0,5.0
2645,광화문광장,4.0,서울,종로구,0,20,1,3,6,2,3,5,6,6,2,5,3.0,4.0
2646,전곡선사박물관,2.0,경기,연천군,1,40,3,3,7,7,6,7,7,5,6,2,3.0,4.0
2647,전곡선사박물관,2.0,경기,연천군,1,40,3,3,7,7,6,7,7,5,6,2,3.0,5.0
2648,연천전곡리선사유적지,2.0,경기,연천군,1,40,3,3,7,7,6,7,7,5,6,2,3.0,4.0
2649,신세계백화점 강남점,4.0,서울,서초구,0,20,0,1,2,6,2,4,1,2,6,1,2.0,5.0
2650,수원화성,2.0,경기,수원시,1,20,0,9,3,1,1,4,5,3,6,5,6.0,5.0
2651,광교저수지,1.0,경기,수원시,1,20,0,9,3,1,1,4,5,3,6,5,6.0,4.0
2652,싸리제골,1.0,경기,양평군,0,40,4,8,2,1,2,4,5,3,4,6,2.0,5.0
2653,천서리막국수촌,4.0,경기,여주시,0,40,4,8,2,1,2,4,5,3,4,6,2.0,5.0
2654,롯데월드타워&롯데월드몰,4.0,서울,송파구,1,20,1,1,3,6,2,3,2,5,2,3,1.0,5.0
2655,남산공원 N서울타워,1.0,서울,용산구,1,30,0,3,5,5,3,3,2,5,6,6,1.0,4.0
2656,경복궁,2.0,서울,종로구,1,30,0,3,5,5,3,3,2,5,6,6,1.0,3.0
2657,사직단,2.0,서울,종로구,1,30,0,3,1,1,1,4,1,1,5,2,8.0,5.0
2658,현대시티아울렛 동대문점,4.0,서울,중구,1,30,0,3,1,1,1,4,1,1,5,2,8.0,5.0
2659,가든파이브,4.0,서울,송파구,1,30,0,3,1,1,1,4,1,1,5,2,8.0,5.0
2660,서울역사박물관,2.0,서울,종로구,1,30,0,3,1,1,1,4,1,1,5,2,8.0,5.0
2661,파리공원,1.0,서울,양천구,1,40,0,9,2,5,4,3,3,6,6,4,1.0,4.0
2662,롯데몰 김포공항점,4.0,서울,강서구,1,40,0,9,2,5,4,3,3,6,6,4,1.0,3.0
2663,서울식물원,6.0,서울,강서구,1,40,0,9,2,5,4,3,3,6,6,4,1.0,5.0
2664,수원화성,2.0,경기,수원시,0,50,1,3,2,4,2,4,6,4,2,6,3.0,5.0
2665,화성행궁,2.0,경기,수원시,0,50,1,3,2,4,2,4,6,4,2,6,3.0,5.0
2666,심곡서원,2.0,경기,용인시,1,50,0,3,3,3,4,2,2,3,4,5,7.0,4.0
2667,북악팔각정,1.0,서울,종로구,1,30,0,4,1,1,1,3,6,1,1,3,7.0,5.0
2668,서울숲카페거리,4.0,서울,성동구,1,30,0,4,1,1,1,3,6,1,1,3,7.0,4.0
2669,강남역 2호선,4.0,서울,강남구,1,30,0,4,1,1,1,3,6,1,1,3,7.0,3.0
2670,스타필드 코엑스몰,4.0,서울,강남구,1,30,0,4,1,1,1,3,6,1,1,3,7.0,4.0
2671,광장시장,4.0,서울,종로구,1,30,0,4,1,1,1,3,6,1,1,3,7.0,4.0
2672,국립유명산자연휴양림,1.0,경기,가평군,0,40,2,9,1,1,1,4,4,3,2,4,8.0,5.0
2673,국립유명산자연휴양림,1.0,경기,가평군,0,40,2,9,1,1,1,4,4,3,2,4,8.0,5.0
2674,국립유명산자연휴양림,1.0,경기,가평군,0,40,2,9,1,1,1,4,4,3,2,4,8.0,5.0
2675,시흥갯골생태공원,1.0,경기,시흥시,1,40,2,2,6,2,2,3,4,3,2,5,2.0,4.0
2676,잠실종합운동장 올림픽주경기장,5.0,서울,송파구,1,20,0,6,3,2,3,4,6,5,5,5,1.0,5.0
2677,석촌호수산책길,7.0,서울,송파구,1,20,0,6,3,2,3,4,6,5,5,5,1.0,5.0
2678,롯데월드타워&롯데월드몰,4.0,서울,송파구,1,20,0,6,3,2,3,4,6,5,5,5,1.0,3.0
2679,국립중앙박물관,2.0,서울,용산구,1,20,0,6,3,2,3,4,6,5,5,5,1.0,5.0
2680,소망교회,2.0,서울,강남구,1,20,0,6,3,2,3,4,6,5,5,5,1.0,5.0
2681,어촌마을,7.0,서울,양천구,0,30,0,7,2,1,1,6,2,2,7,5,2.0,3.0
2682,나인트리프리미어호텔 서울판교,5.0,경기,성남시,0,40,1,23,6,2,4,2,2,4,5,4,2.0,5.0
2683,롯데백화점 분당점,4.0,경기,성남시,0,40,1,23,6,2,4,2,2,4,5,4,2.0,5.0
2684,롯데백화점 중동점,4.0,경기,부천시,0,40,1,23,6,2,4,2,2,4,5,4,2.0,5.0
2685,코스트코 양재점,4.0,서울,서초구,0,40,1,23,6,2,4,2,2,4,5,4,2.0,5.0
2686,상동호수공원,1.0,경기,부천시,0,40,1,23,6,2,4,2,2,4,5,4,2.0,5.0
2687,콘텐츠박스,3.0,서울,종로구,0,30,0,6,1,1,7,1,4,7,4,7,1.0,5.0
2688,서울로7017,7.0,서울,중구,0,30,0,6,1,1,7,1,4,7,4,7,1.0,4.0
2689,보라매공원,1.0,서울,동작구,0,30,0,6,1,1,7,1,4,7,4,7,1.0,4.0
2690,낙산공원,1.0,서울,종로구,0,30,0,6,1,1,7,1,4,7,4,7,1.0,5.0
2691,봉은사,2.0,서울,강남구,1,40,0,3,1,1,1,1,1,1,1,4,7.0,5.0
2692,강남역지하상가,4.0,서울,강남구,1,40,0,3,1,1,1,1,1,1,1,4,7.0,5.0
2693,타임스퀘어,4.0,서울,영등포구,1,40,0,3,1,1,1,1,1,1,1,4,7.0,5.0
2694,잠실종합운동장 잠실야구장,5.0,서울,송파구,0,20,1,9,7,1,1,2,2,1,1,1,9.0,4.0
2695,두물머리,1.0,경기,양평군,1,30,1,11,6,6,6,6,2,3,4,6,1.0,5.0
2696,동대문종합시장 악세서리부자재시장,4.0,서울,종로구,1,30,0,3,1,1,1,7,4,4,1,5,7.0,4.0
2697,남산공원 N서울타워,1.0,서울,용산구,1,30,0,3,1,1,1,7,4,4,1,5,7.0,3.0
2698,신라아이파크면세점,4.0,서울,용산구,1,30,0,3,1,1,1,7,4,4,1,5,7.0,3.0
2699,신세계면세점 명동점,4.0,서울,중구,1,30,0,3,1,1,1,7,4,4,1,5,7.0,4.0
2700,종묘,2.0,서울,종로구,1,30,0,3,1,1,1,7,4,4,1,5,7.0,2.0
2701,창덕궁,2.0,서울,종로구,1,30,0,3,1,1,1,7,4,4,1,5,7.0,5.0
2702,서울명예도로 감고당길,2.0,서울,종로구,1,30,0,3,1,1,1,7,4,4,1,5,7.0,4.0
2703,여의도한강공원,1.0,서울,영등포구,1,30,0,3,1,1,1,7,4,4,1,5,7.0,5.0
2704,플라워바이네이키드 홍대,3.0,서울,마포구,1,30,0,3,1,1,1,7,4,4,1,5,7.0,1.0
2705,AK플라자 AKTown점,4.0,경기,수원시,1,20,1,3,2,1,1,7,7,5,5,5,3.0,4.0
2706,AK플라자 AKTown점,4.0,경기,수원시,1,20,1,3,2,1,1,7,7,5,5,5,3.0,5.0
2707,방화수류정,2.0,경기,수원시,1,20,1,3,2,1,1,7,7,5,5,5,3.0,5.0
2708,화성행궁,2.0,경기,수원시,1,40,1,3,4,7,2,2,2,2,5,2,8.0,4.0
2709,메가박스 하남스타필드,3.0,경기,하남시,0,20,1,1,3,1,3,3,2,3,5,3,2.0,5.0
2710,스타필드 하남,4.0,경기,하남시,0,20,1,1,3,1,3,3,2,3,5,3,2.0,5.0
2711,노룬산골목시장,4.0,서울,광진구,0,20,1,1,3,1,3,3,2,3,5,3,2.0,4.0
2712,가장맛있는족발 안양덕천점,4.0,경기,안양시,1,40,1,4,2,6,3,2,2,2,2,6,7.0,4.0
2713,자유공원 맥아더장군동상,1.0,인천,중구,1,40,1,4,2,6,3,2,2,2,2,6,7.0,4.0
2714,삼국지벽화거리,4.0,인천,중구,1,40,1,4,2,6,3,2,2,2,2,6,7.0,4.0
2715,한국기독교 100주년기념교회,2.0,서울,마포구,1,40,1,4,2,6,3,2,2,2,2,6,7.0,4.0
2716,소래습지생태공원,1.0,인천,남동구,1,40,1,4,2,6,3,2,2,2,2,6,7.0,4.0
2717,솔찬공원,1.0,인천,연수구,1,40,1,4,2,6,3,2,2,2,2,6,7.0,5.0
2718,할리스 합정역점,4.0,서울,마포구,1,40,1,4,2,6,3,2,2,2,2,6,7.0,4.0
2719,송도한옥마을,7.0,인천,연수구,1,40,1,4,2,6,3,2,2,2,2,6,7.0,4.0
2720,제물포구락부,2.0,인천,중구,1,40,1,4,2,6,3,2,2,2,2,6,7.0,4.0
2721,장안문,2.0,경기,수원시,0,30,1,2,3,1,4,3,5,5,6,3,8.0,3.0
2722,이마트 수원점,4.0,경기,수원시,0,30,1,2,3,1,4,3,5,5,6,3,8.0,4.0
2723,아쿠아플라넷 광교,6.0,경기,수원시,0,30,1,2,3,1,4,3,5,5,6,3,8.0,4.0
2724,화성행궁,2.0,경기,수원시,0,30,1,2,3,1,4,3,5,5,6,3,8.0,2.0
2725,현대프리미엄아울렛 스페이스원,4.0,경기,남양주시,1,60,0,1,4,4,4,4,4,4,4,4,1.0,4.0
2726,그랜드워커힐서울 컨벤션센터,3.0,서울,광진구,1,30,0,1,2,2,2,2,2,1,4,3,2.0,3.0
2727,롯데백화점 건대스타시티점,4.0,서울,광진구,1,30,0,1,2,2,2,2,2,1,4,3,2.0,4.0
2728,서울숲,1.0,서울,성동구,1,30,0,1,2,2,2,2,2,1,4,3,2.0,4.0
2729,비스타워커힐 서울,5.0,서울,광진구,1,30,0,1,2,2,2,2,2,1,4,3,2.0,5.0
2730,국립과천과학관 중앙주차장,3.0,경기,과천시,1,60,3,2,1,4,2,2,2,3,2,1,3.0,5.0
2731,서울대공원 어린이동물원,6.0,경기,과천시,1,60,3,2,1,4,2,2,2,3,2,1,3.0,5.0
2732,국립과천과학관,3.0,경기,과천시,1,60,3,2,1,4,2,2,2,3,2,1,3.0,5.0
2733,에버랜드,6.0,경기,용인시,1,30,3,2,4,5,5,3,4,5,2,6,1.0,5.0
2734,한국민속촌,6.0,경기,용인시,1,40,1,2,1,1,1,4,6,6,1,4,3.0,5.0
2735,기흥호수공원,1.0,경기,용인시,1,40,1,2,1,1,1,4,6,6,1,4,3.0,5.0
2736,조인폴리아 파주농장,4.0,경기,파주시,0,20,1,2,6,6,6,5,5,2,2,6,10.0,5.0
2737,미사호수공원,1.0,경기,하남시,0,20,0,22,2,1,1,2,3,2,2,4,1.0,5.0
2738,스타필드 하남,4.0,경기,하남시,0,20,0,22,2,1,1,2,3,2,2,4,1.0,5.0
2739,두물머리,1.0,경기,양평군,0,30,1,23,6,1,3,1,3,6,2,5,2.0,5.0
2740,용문산빵공장,3.0,경기,양평군,0,30,1,23,6,1,3,1,3,6,2,5,2.0,5.0
2741,인왕산,1.0,서울,종로구,1,20,0,28,1,2,1,6,4,3,6,5,4.0,4.0
2742,북한산둘레길 1구간소나무숲길,7.0,서울,강북구,1,20,0,28,1,2,1,6,4,3,6,5,4.0,4.0
2743,청계천,7.0,서울,종로구,1,20,1,1,4,1,1,5,5,6,7,6,3.0,5.0
2744,북촌한옥마을,7.0,서울,종로구,1,20,1,1,4,1,1,5,5,6,7,6,3.0,5.0
2745,반포한강공원,1.0,서울,서초구,1,20,1,1,4,1,1,5,5,6,7,6,3.0,5.0
2746,IFC몰,4.0,서울,영등포구,1,20,1,1,4,1,1,5,5,6,7,6,3.0,5.0
2747,쉬자파크,1.0,경기,양평군,1,30,2,27,1,1,1,2,1,4,2,6,3.0,5.0
2748,두물머리,1.0,경기,양평군,1,30,2,27,1,1,1,2,1,4,2,6,3.0,4.0
2749,양서농협 두물머리 로컬푸드직매장,4.0,경기,양평군,1,30,2,27,1,1,1,2,1,4,2,6,3.0,4.0
2750,아트스페이스J,3.0,경기,성남시,0,20,0,2,3,2,1,7,5,4,2,7,7.0,5.0
2751,남한산성,2.0,경기,광주시,0,20,0,2,3,2,1,7,5,4,2,7,7.0,4.0
2752,모란민속장,4.0,경기,성남시,0,20,0,2,3,2,1,7,5,4,2,7,7.0,3.0
2753,렛츠런파크서울,5.0,경기,과천시,0,20,0,2,3,2,1,7,5,4,2,7,7.0,5.0
2754,파평코스모스축제,8.0,경기,파주시,1,20,1,8,2,2,1,4,5,2,5,6,2.0,3.0
2755,프로방스마을,7.0,경기,파주시,1,20,1,8,2,2,1,4,5,2,5,6,2.0,2.0
2756,임진각 평화누리,2.0,경기,파주시,1,20,1,8,2,2,1,4,5,2,5,6,2.0,3.0
2757,인천둘레길 12코스,7.0,인천,중구,0,20,0,3,4,1,1,4,7,4,1,1,6.0,5.0
2758,인천화교역사관,2.0,인천,중구,0,20,0,3,4,1,1,4,7,4,1,1,6.0,3.0
2759,대불호텔 전시관,3.0,인천,중구,0,20,0,3,4,1,1,4,7,4,1,1,6.0,4.0
2760,생활사전시관,3.0,인천,중구,0,20,0,3,4,1,1,4,7,4,1,1,6.0,3.0
2761,자라섬재즈페스티벌,3.0,경기,가평군,1,20,3,9,4,2,2,6,6,5,2,6,7.0,5.0
2762,자라섬재즈페스티벌,8.0,경기,가평군,1,20,3,9,4,2,2,6,6,5,2,6,7.0,3.0
2763,더풋샵 강남역점,3.0,서울,서초구,1,20,1,10,6,1,4,5,5,5,2,5,1.0,4.0
2764,아침고요수목원,1.0,경기,가평군,1,30,1,2,4,4,4,3,1,2,4,6,2.0,5.0
2765,광명업사이클아트센터,3.0,경기,광명시,0,20,0,6,4,3,1,2,5,4,1,6,7.0,4.0
2766,광명시자원회수시설,3.0,경기,광명시,0,20,0,6,4,3,1,2,5,4,1,6,7.0,2.0
2767,광명동굴,1.0,경기,광명시,0,20,0,6,4,3,1,2,5,4,1,6,7.0,5.0
2768,통일동산 장어마을,7.0,경기,파주시,0,20,1,9,3,1,2,2,4,4,5,6,3.0,5.0
2769,장통교 진출입 계단 5번,7.0,서울,종로구,0,30,0,6,1,2,6,6,4,6,6,2,1.0,4.0
2770,곤지암리조트 곤지암루지360,5.0,경기,광주시,1,30,3,10,1,1,1,1,1,1,1,4,3.0,5.0
2771,곤지암리조트 스파라스파,6.0,경기,광주시,1,30,3,10,1,1,1,1,1,1,1,4,3.0,4.0
2772,곤지암 리조트 생태하천,1.0,경기,광주시,1,30,3,10,1,1,1,1,1,1,1,4,3.0,5.0
2773,서울세계불꽃축제,8.0,서울,영등포구,0,30,1,9,4,3,1,2,4,6,2,5,2.0,5.0
2774,올림픽공원 88잔디마당,1.0,서울,송파구,0,30,1,9,4,3,1,2,4,6,2,5,2.0,5.0
2775,올림픽공원 88잔디마당,1.0,서울,송파구,0,30,1,9,4,3,1,2,4,6,2,5,2.0,5.0
2776,성수동카페거리,4.0,서울,성동구,0,30,1,9,4,3,1,2,4,6,2,5,2.0,5.0
2777,성균관대학교 명륜당,3.0,서울,종로구,1,30,3,22,2,1,2,6,4,5,6,7,9.0,4.0
2778,윤동주시인의언덕,1.0,서울,종로구,0,20,1,6,6,4,2,5,5,6,4,5,1.0,3.0
2779,창덕궁 후원,2.0,서울,종로구,0,20,1,6,6,4,2,5,5,6,4,5,1.0,5.0
2780,세운전자상가,4.0,서울,종로구,0,20,1,6,6,4,2,5,5,6,4,5,1.0,3.0
2781,무무대전망대,1.0,서울,종로구,0,20,1,6,6,4,2,5,5,6,4,5,1.0,3.0
2782,인현시장,4.0,서울,중구,0,20,1,6,6,4,2,5,5,6,4,5,1.0,3.0
2783,세종마을 음식문화거리,4.0,서울,종로구,0,20,1,6,6,4,2,5,5,6,4,5,1.0,3.0
2784,인왕산자락길,1.0,서울,종로구,0,20,1,6,6,4,2,5,5,6,4,5,1.0,3.0
2785,창덕궁,2.0,서울,종로구,0,20,1,6,6,4,2,5,5,6,4,5,1.0,3.0
2786,세운전자상가,4.0,서울,종로구,0,20,1,6,6,4,2,5,5,6,4,5,1.0,3.0
2787,광장시장,4.0,서울,종로구,0,20,1,6,6,4,2,5,5,6,4,5,1.0,3.0
2788,황학정 국궁전시관,3.0,서울,종로구,0,20,1,6,6,4,2,5,5,6,4,5,1.0,3.0
2789,대림상가,4.0,서울,종로구,0,20,1,6,6,4,2,5,5,6,4,5,1.0,3.0
2790,국립현대미술관 서울관,3.0,서울,종로구,0,20,1,6,6,4,2,5,5,6,4,5,1.0,4.0
2791,노무현시민센터,3.0,서울,종로구,1,20,0,6,6,3,2,5,6,4,3,6,1.0,3.0
2792,서소문성지역사박물관,2.0,서울,중구,1,20,0,6,6,3,2,5,6,4,3,6,1.0,4.0
2793,인사미술공간,3.0,서울,종로구,1,20,0,6,6,3,2,5,6,4,3,6,1.0,3.0
2794,러브컨템포러리아트 서울,3.0,서울,종로구,1,20,0,6,6,3,2,5,6,4,3,6,1.0,5.0
2795,가회동백인제가옥,2.0,서울,종로구,1,20,0,6,6,3,2,5,6,4,3,6,1.0,4.0
2796,여의도한강공원,1.0,서울,영등포구,1,20,0,6,6,3,2,5,6,4,3,6,1.0,4.0
2797,현대카드 디자인 라이브러리,3.0,서울,종로구,1,20,0,6,6,3,2,5,6,4,3,6,1.0,4.0
2798,IFC몰,4.0,서울,영등포구,1,20,0,6,6,3,2,5,6,4,3,6,1.0,5.0
2799,보라매공원,1.0,서울,동작구,1,20,0,6,6,3,2,5,6,4,3,6,1.0,4.0
2800,인터컨티넨탈 서울코엑스,3.0,서울,강남구,1,50,0,1,6,6,4,1,1,4,5,5,5.0,4.0
2801,봉은사,2.0,서울,강남구,1,50,0,1,6,6,4,1,1,4,5,5,5.0,4.0
2802,코엑스,8.0,서울,강남구,1,50,0,1,6,6,4,1,1,4,5,5,5.0,4.0
2803,코엑스,8.0,서울,강남구,1,50,0,1,6,6,4,1,1,4,5,5,5.0,5.0
2804,케이스포돔 올림픽체조경기장,5.0,서울,송파구,1,30,3,6,2,2,3,4,3,2,4,5,3.0,5.0
2805,월미테마파크,6.0,인천,중구,1,20,1,2,3,6,5,3,6,4,5,3,2.0,4.0
2806,롯데백화점 인천점,4.0,인천,미추홀구,1,20,1,2,3,6,5,3,6,4,5,3,2.0,4.0
2807,인천차이나타운,4.0,인천,중구,1,20,1,2,3,6,5,3,6,4,5,3,2.0,5.0
2808,엔터식스 왕십리역점,4.0,서울,성동구,0,20,1,4,3,3,3,4,2,3,5,4,3.0,5.0
2809,아이뎁스 PC방,4.0,서울,용산구,0,20,1,4,3,3,3,4,2,3,5,4,3.0,5.0
2810,남산공원 N서울타워,1.0,서울,용산구,0,20,1,4,3,3,3,4,2,3,5,4,3.0,5.0
2811,경춘선숲길,7.0,서울,노원구,0,20,1,4,3,3,3,4,2,3,5,4,3.0,5.0
2812,청계천,7.0,서울,종로구,0,20,1,4,3,3,3,4,2,3,5,4,3.0,5.0
2813,광장시장,4.0,서울,종로구,0,20,1,4,3,3,3,4,2,3,5,4,3.0,5.0
2814,성남제1공단 근린공원,1.0,경기,성남시,0,30,2,22,2,2,2,4,3,3,5,5,3.0,4.0
2815,상상의문 분당서현점,6.0,경기,성남시,0,30,2,22,2,2,2,4,3,3,5,5,3.0,4.0
2816,새마을전통시장,4.0,서울,송파구,0,30,3,1,2,1,2,6,2,3,2,6,3.0,4.0
2817,잠실한강공원,1.0,서울,송파구,0,30,3,1,2,1,2,6,2,3,2,6,3.0,4.0
2818,잠실종합운동장 잠실야구장,5.0,서울,송파구,0,30,3,1,2,1,2,6,2,3,2,6,3.0,5.0
2819,웅진플레이도시,6.0,경기,부천시,1,30,2,2,1,1,3,4,4,3,3,2,3.0,4.0
2820,여주농촌테마공원 본관,6.0,경기,여주시,1,20,1,1,2,1,1,4,5,1,2,4,1.0,2.0
2821,신세계프리미엄아울렛 여주,4.0,경기,여주시,1,20,1,1,2,1,1,4,5,1,2,4,1.0,5.0
2822,경복궁,2.0,서울,종로구,1,20,1,3,4,4,2,3,5,5,5,6,2.0,5.0
2823,남이섬,1.0,강원,춘천시,1,20,4,2,2,1,2,4,4,3,3,5,3.0,5.0
2824,광교호수공원,1.0,경기,수원시,1,30,2,1,2,2,2,4,2,2,2,5,1.0,4.0
2825,스타벅스 광교엘포트R점,4.0,경기,수원시,1,30,2,1,2,2,2,4,2,2,2,5,1.0,4.0
2826,갤러리아백화점 광교점,4.0,경기,수원시,1,30,2,1,2,2,2,4,2,2,2,5,1.0,4.0
2827,삼성화재교통박물관,2.0,경기,용인시,0,30,0,2,2,1,2,3,2,7,3,3,2.0,4.0
